fecha,abrir,max,min,cerrar,cierre_ajustado,volumen,volatilidad,tasa_variacion,media_movil_7d,retorno_acumulado,desviacion_total
2009-01-06,19.12,19.59,17.76,18.47,17.9,661.6,1.3188176522930342,-0.015982951518380473,16.44,-0.35192982456140287,233.03236943430136
2009-01-07,18.16,18.41,16.77,17.1,16.57,437.0,0.97089134304499,-0.0741743367623171,16.874285714285715,-0.39999999999999936,233.03236943430136
2009-01-08,16.96,17.01,16.41,17.0,16.47,289.5,0.8010805202972437,-0.005847953216374324,17.28857142857143,-0.40350877192982393,233.03236943430136
2009-01-09,17.0,17.05,16.12,16.23,15.73,274.8,1.0695466329243006,-0.04529411764705882,17.365714285714287,-0.4305263157894731,233.03236943430136
2009-01-12,16.28,16.42,15.35,15.48,15.0,293.3,1.1147331519245882,-0.04621072088724587,17.232857142857142,-0.4568421052631574,233.03236943430136
2009-01-13,15.45,15.9,15.4,15.55,15.07,226.2,0.769070867995756,0.004521963824289488,16.942857142857143,-0.4543859649122801,233.03236943430136
2009-01-14,15.3,15.4,14.12,14.6,14.15,312.0,0.8980367475776038,-0.06109324758842449,16.34714285714286,-0.48771929824561355,233.03236943430136
2009-01-15,15.4,15.71,14.45,14.85,14.39,399.6,0.6409914195991819,0.017123287671232834,15.83,-0.4789473684210521,233.03236943430136
2009-01-16,15.07,15.56,14.64,15.43,14.95,327.8,0.4285673809330096,0.03905723905723901,15.59142857142857,-0.45859649122806967,233.03236943430136
2009-01-20,15.18,15.18,12.2,12.47,12.08,,1.2438649444372156,-0.1918340894361633,14.944285714285714,-0.5624561403508768,233.03236943430136
2009-01-21,12.98,13.49,11.7,13.29,12.88,,1.213515554082358,0.06575781876503606,14.524285714285712,-0.5336842105263153,233.03236943430136
2009-01-22,12.8,13.57,12.05,12.56,12.17,680.6,1.3503703195789756,-0.05492851768246787,14.107142857142858,-0.5592982456140346,233.03236943430136
2009-01-23,12.17,13.1,12.08,12.6,12.21,252.2,1.250899676233006,0.0031847133757960666,13.685714285714285,-0.5578947368421048,233.03236943430136
2009-01-26,12.86,13.83,12.72,13.47,13.05,279.7,0.4650483845793374,0.06904761904761902,13.524285714285714,-0.5273684210526312,233.03236943430136
2009-01-27,13.75,13.9,13.35,13.55,13.13,216.7,0.4787796988175722,0.005939123979213035,13.338571428571429,-0.5245614035087716,233.03236943430136
2009-01-28,14.05,14.5,13.56,14.29,13.85,324.0,0.7261060528599375,0.05461254612546118,13.175714285714283,-0.4985964912280698,233.03236943430136
2009-01-29,14.33,15.47,13.51,13.82,13.39,703.6,0.6183283917141684,-0.032890132960111895,13.368571428571428,-0.5150877192982453,233.03236943430136
2009-01-30,14.01,14.54,13.32,13.41,12.99,390.3,0.36113709308214853,-0.02966714905933432,13.385714285714286,-0.5294736842105259,233.03236943430136
2009-02-02,13.21,13.28,12.51,12.51,12.12,602.3,0.6549656479540211,-0.06711409395973156,13.37857142857143,-0.561052631578947,233.03236943430136
2009-02-03,12.85,13.25,12.45,12.94,12.54,615.1,0.7021609502100172,0.03437250199840136,13.427142857142856,-0.5459649122807013,233.03236943430136
2009-02-04,13.2,14.7,12.98,14.07,13.63,598.9,0.635727929227461,0.0873261205564142,13.512857142857143,-0.5063157894736838,233.03236943430136
2009-02-05,13.97,14.94,13.66,14.73,14.27,299.5,0.8852231357120249,0.046908315565032055,13.68142857142857,-0.4831578947368417,233.03236943430136
2009-02-06,14.74,15.66,14.59,15.39,14.91,385.6,1.2028798776269465,0.044806517311609007,13.838571428571427,-0.4599999999999995,233.03236943430136
2009-02-09,14.75,16.11,14.75,15.71,15.22,371.7,1.1073030298882942,0.02079272254710851,14.108571428571429,-0.44877192982456093,233.03236943430136
2009-02-10,15.62,16.03,15.09,15.33,14.85,439.8,0.6504460008331051,-0.024188415022278864,14.382857142857144,-0.46210526315789435,233.03236943430136
2009-02-11,15.58,17.1,15.3,17.0,16.47,637.4,0.8427455131887442,0.10893672537508148,15.024285714285714,-0.40350877192982415,233.03236943430136
2009-02-12,16.6,16.63,15.8,16.52,16.01,369.2,0.7373940601874599,-0.028235294117647136,15.535714285714286,-0.42035087719298214,233.03236943430136
2009-02-13,16.59,16.59,15.62,16.05,15.55,239.0,0.6579285675510242,-0.028450363196125816,15.818571428571431,-0.4368421052631576,233.03236943430136
2009-02-17,15.6,15.69,14.64,14.66,14.21,288.4,0.9325609899624525,-0.08660436137071659,15.80857142857143,-0.48561403508771905,233.03236943430136
2009-02-18,14.78,15.27,14.2,14.58,14.13,222.8,1.0956368011342783,-0.00545702592087316,15.692857142857145,-0.48842105263157876,233.03236943430136
2009-02-19,14.75,15.18,14.29,14.5,14.05,252.3,0.9502210269194059,-0.005486968449931462,15.52,-0.49122807017543846,233.03236943430136
2009-02-20,14.12,14.59,13.54,14.31,13.87,248.8,0.6997499553410379,-0.013103448275862073,15.374285714285715,-0.49789473684210517,233.03236943430136
2009-02-23,14.41,14.92,12.71,13.07,12.66,377.3,0.6580501500644176,-0.08665269042627533,14.812857142857142,-0.5414035087719298,233.03236943430136
2009-02-24,12.81,14.8,12.52,14.74,14.28,433.9,0.672123500556112,0.12777352716143842,14.55857142857143,-0.4828070175438596,233.03236943430136
2009-02-25,14.99,16.4,14.99,15.89,15.4,,1.0087963124435944,0.07801899592944372,14.535714285714288,-0.4424561403508771,233.03236943430136
2009-02-26,16.25,16.5,16.0,16.08,15.58,458.4,1.2310036555590658,0.011957205789804748,14.738571428571428,-0.4357894736842105,233.03236943430136
2009-02-27,15.85,16.86,15.6,16.71,16.19,392.7,1.4344929417741203,0.03917910447761219,15.042857142857143,-0.41368421052631565,233.03236943430136
2009-03-02,16.42,16.93,15.6,15.68,15.19,446.2,0.7159958100434347,-0.06163973668462008,15.21142857142857,-0.4498245614035087,233.03236943430136
2009-03-03,15.91,16.27,15.13,15.17,14.7,491.3,0.5634092650993167,-0.032525510204081565,15.334285714285713,-0.46771929824561387,233.03236943430136
2009-03-04,15.59,15.93,15.12,15.32,14.85,784.9,0.6220691279912188,0.009887936717205115,15.655714285714286,-0.462456140350877,233.03236943430136
2009-03-05,14.76,15.24,14.48,14.63,14.18,559.6,0.7737376816465414,-0.04503916449086154,15.639999999999999,-0.48666666666666647,233.03236943430136
2009-03-06,14.83,15.34,14.06,14.57,14.12,253.6,0.4712005942268945,-0.004101161995898828,15.45142857142857,-0.4887719298245612,233.03236943430136
2009-03-09,14.4,15.05,13.95,14.09,13.65,202.7,0.49586288427325326,-0.03294440631434459,15.16714285714286,-0.5056140350877192,233.03236943430136
2009-03-10,14.65,15.77,14.65,15.61,15.13,499.9,0.6129274018999205,0.10787792760823267,15.01,-0.45228070175438584,233.03236943430136
2009-03-11,15.8,16.95,15.37,16.71,16.19,519.8,1.0454281419589666,0.0704676489429854,15.157142857142857,-0.41368421052631554,233.03236943430136
2009-03-12,16.85,17.34,16.5,17.24,16.71,342.8,1.346580855351716,0.03171753441053249,15.452857142857143,-0.3950877192982455,233.03236943430136
2009-03-13,17.28,17.35,16.67,17.15,16.62,234.7,1.3263106725046523,-0.0052204176334106345,15.714285714285714,-0.3982456140350876,233.03236943430136
2009-03-16,17.27,17.38,16.43,16.55,16.04,257.7,0.6506304634734912,-0.03498542274052463,15.98857142857143,-0.41929824561403495,233.03236943430136
2009-03-17,16.62,17.03,16.22,17.03,16.5,233.2,0.2945844530855643,0.029003021148036323,16.34,-0.40245614035087696,233.03236943430136
2009-03-18,16.8,17.15,16.65,16.89,16.37,292.1,0.2700370344966036,-0.008220786846741102,16.74,-0.4073684210526314,233.03236943430136
2009-03-19,17.03,17.03,16.44,16.51,16.0,212.4,0.2857971308458595,-0.022498519834221353,16.86857142857143,-0.4207017543859647,233.03236943430136
2009-03-20,16.73,16.92,16.0,16.27,15.77,318.8,0.30659419433468144,-0.014536644457904369,16.805714285714284,-0.4291228070175437,233.03236943430136
2009-03-23,16.87,17.29,16.58,17.25,16.72,527.9,0.396232255122835,0.06023355869698843,16.807142857142857,-0.39473684210526294,233.03236943430136
2009-03-24,17.05,17.4,16.22,16.88,16.36,433.7,0.3788139384971574,-0.021449275362318887,16.768571428571427,-0.4077192982456138,233.03236943430136
2009-03-25,17.04,19.36,16.87,18.95,18.36,,1.0611880135017129,0.12263033175355442,17.111428571428572,-0.33508771929824543,233.03236943430136
2009-03-26,19.43,20.47,19.25,19.61,19.0,960.6,1.4219774963056506,0.03482849604221627,17.48,-0.3119298245614034,233.03236943430136
2009-03-27,19.57,19.67,18.5,18.9,18.31,440.5,1.184892400178035,-0.03620601733809281,17.767142857142858,-0.33684210526315783,233.03236943430136
2009-03-30,18.21,18.88,18.0,18.66,18.08,340.0,1.0240361321748632,-0.012698412698412653,18.074285714285715,-0.3452631578947367,233.03236943430136
2009-03-31,19.1,19.49,18.51,18.55,17.97,361.4,0.4125893842546605,-0.005894962486602373,18.400000000000002,-0.3491228070175437,233.03236943430136
2009-04-01,18.2,18.74,18.17,18.53,17.96,508.1,0.44961094292693,-0.0010781671159029171,18.58285714285714,-0.3498245614035086,233.03236943430136
2009-04-02,19.1,20.15,19.08,19.62,19.01,684.1,0.45383917856399747,0.05882352941176472,18.974285714285713,-0.31157894736842084,233.03236943430136
2009-04-03,19.65,19.65,19.21,19.57,18.96,550.1,0.558417406605166,-0.0025484199796126372,19.062857142857144,-0.31333333333333313,233.03236943430136
2009-04-06,19.5,19.59,19.22,19.59,18.98,405.1,0.5772521112994154,0.0010219724067450642,19.060000000000002,-0.31263157894736815,233.03236943430136
2009-04-07,19.15,19.43,18.96,19.17,18.58,247.2,0.46613302822223207,-0.021439509954058078,19.09857142857143,-0.3273684210526312,233.03236943430136
2009-04-08,19.27,19.43,19.0,19.42,18.82,280.1,0.18662797217893773,0.013041210224308708,19.207142857142856,-0.3185964912280699,233.03236943430136
2009-04-09,19.93,21.67,19.75,21.52,20.85,555.0,0.9463244686679135,0.10813594232749724,19.631428571428575,-0.2449122807017542,233.03236943430136
2009-04-13,21.07,22.25,20.52,21.63,20.96,505.5,1.2048775871430226,0.005111524163568637,20.074285714285715,-0.2410526315789473,233.03236943430136
2009-04-14,21.43,22.02,21.12,21.76,21.09,388.2,1.28842927628938,0.006010171058714819,20.38,-0.2364912280701753,233.03236943430136
2009-04-15,21.61,22.06,21.18,22.02,21.34,392.4,1.0508567932880069,0.011948529411764719,20.73,-0.22736842105263144,233.03236943430136
2009-04-16,22.25,22.58,21.85,22.4,21.71,686.8,0.3519659074392395,0.0172570390554041,21.131428571428575,-0.21403508771929813,233.03236943430136
2009-04-17,22.47,23.19,22.35,22.9,22.19,433.8,0.5157712671325484,0.022321428571428603,21.66428571428571,-0.19649122807017527,233.03236943430136
2009-04-20,22.3,22.48,21.44,21.72,21.05,616.0,0.49457052075463814,-0.051528384279475925,21.99285714285714,-0.23789473684210505,233.03236943430136
2009-04-21,21.49,22.87,21.14,22.83,22.12,337.5,0.5094899410189611,0.05110497237569067,22.18,-0.19894736842105232,233.03236943430136
2009-04-22,22.67,25.14,22.29,24.35,23.6,846.3,0.9658933688557377,0.0665790626368814,22.568571428571428,-0.14561403508771886,233.03236943430136
2009-04-23,24.59,25.15,24.14,24.49,23.73,672.3,1.160504200767694,0.005749486652977254,22.958571428571428,-0.14070175438596466,233.03236943430136
2009-04-24,24.5,24.78,23.71,24.22,23.47,966.0,1.207878305128232,-0.01102490812576562,23.27285714285714,-0.15017543859649096,233.03236943430136
2009-04-27,23.57,24.39,23.37,23.93,23.19,538.2,0.6667683255820024,-0.011973575557390537,23.491428571428568,-0.16035087719298213,233.03236943430136
2009-04-28,23.51,24.49,23.4,23.95,23.21,402.5,0.24580480060286736,0.0008357709987463213,23.641428571428573,-0.15964912280701726,233.03236943430136
2009-04-29,24.16,27.08,24.16,26.32,25.5,,0.9980831628674008,0.09895615866388319,24.298571428571428,-0.07649122807017505,233.03236943430136
2009-04-30,26.76,28.43,26.34,27.33,26.48,,1.57437289102657,0.038373860182370656,24.941428571428567,-0.04105263157894712,233.03236943430136
2009-05-01,27.19,28.01,26.76,27.42,26.57,808.1,1.7431723953755471,0.003293084522502765,25.38,-0.03789473684210498,233.03236943430136
2009-05-04,27.79,28.3,27.11,27.48,26.63,411.6,1.5025478361766986,0.002188183807439792,25.807142857142853,-0.03578947368421026,233.03236943430136
2009-05-05,27.16,28.07,27.1,27.89,27.03,587.3,0.5821254160395587,0.014919941775836998,26.33142857142857,-0.021403508771929536,233.03236943430136
2009-05-06,28.3,29.58,27.89,28.94,28.04,,0.6660855800865225,0.03764790247400507,27.04714285714286,0.015438596491228473,233.03236943430136
2009-05-07,27.29,27.75,22.03,23.58,22.85,,2.0395881937291276,-0.18521078092605403,26.994285714285713,-0.17263157894736825,233.03236943430136
2009-05-08,24.12,24.67,22.38,24.29,23.54,,2.357759529722928,0.030110262934690546,26.704285714285714,-0.1477192982456137,233.03236943430136
2009-05-11,23.96,24.8,23.56,24.25,23.5,846.7,2.441218957815811,-0.0016467682173734177,26.264285714285716,-0.14912280701754355,233.03236943430136
2009-05-12,25.29,25.96,24.08,25.6,24.81,,2.1456630676784596,0.05567010309278353,26.004285714285714,-0.10175438596491193,233.03236943430136
2009-05-13,25.0,25.42,23.44,23.56,22.83,686.1,0.8289933654736897,-0.07968750000000013,25.444285714285716,-0.17333333333333312,233.03236943430136
2009-05-14,23.6,24.77,23.4,24.27,23.52,493.0,0.7411005329908936,0.030135823429541686,24.927142857142858,-0.14842105263157868,233.03236943430136
2009-05-15,24.24,25.0,24.1,24.68,23.91,415.3,0.747910422443345,0.016893283889575672,24.318571428571428,-0.13403508771929795,233.03236943430136
2009-05-18,24.89,25.52,22.78,23.82,23.08,,0.8025459488399324,-0.034846029173419724,24.35285714285714,-0.16421052631578914,233.03236943430136
2009-05-19,23.6,23.94,23.25,23.54,22.81,603.6,0.49232103347247597,-0.011754827875734675,24.245714285714286,-0.17403508771929788,233.03236943430136
2009-05-20,23.3,24.56,23.12,23.51,22.78,609.9,0.5032196339565919,-0.0012744265080713024,24.139999999999997,-0.17508771929824518,233.03236943430136
2009-05-21,23.2,23.49,22.21,22.54,21.84,580.8,0.76623756107321,-0.04125903870693337,23.70285714285714,-0.2091228070175436,233.03236943430136
2009-05-22,22.79,23.35,22.1,22.41,21.72,391.2,0.6421292704739752,-0.005767524401064761,23.538571428571426,-0.21368421052631548,233.03236943430136
2009-05-26,22.19,22.79,21.79,22.51,21.81,572.7,0.5708502430580635,0.0044622936189202544,23.28714285714286,-0.2101754385964908,233.03236943430136
2009-05-27,22.25,22.25,20.35,20.51,19.87,,1.0933800803012095,-0.0888494002665482,22.69142857142857,-0.280350877192982,233.03236943430136
2009-05-28,20.82,20.87,19.15,20.35,19.72,,1.1289286957108977,-0.007801072647489082,22.195714285714285,-0.2859649122807013,233.03236943430136
2009-05-29,20.34,22.0,20.34,21.64,20.97,,1.020921152684926,0.06339066339066335,21.924285714285713,-0.24070175438596442,233.03236943430136
2009-06-01,21.88,23.1,21.8,22.74,22.04,812.5,1.1031092420968616,0.05083179297597029,21.814285714285717,-0.20210526315789434,233.03236943430136
2009-06-02,22.73,23.91,22.26,22.97,22.26,867.6,1.2165401760729098,0.010114335971855848,21.875714285714288,-0.19403508771929778,233.03236943430136
2009-06-03,23.55,23.67,22.75,23.1,22.38,407.6,1.1643238381135554,0.005659555942533867,21.974285714285717,-0.1894736842105258,233.03236943430136
2009-06-04,23.39,23.96,23.19,23.51,22.78,476.7,0.7021182236628319,0.017748917748917847,22.117142857142856,-0.17508771929824496,233.03236943430136
2009-06-05,23.7,23.97,23.34,23.62,22.89,436.7,0.36955378498864316,0.004678860059549095,22.56142857142857,-0.17122807017543795,233.03236943430136
2009-06-08,24.57,24.97,23.6,23.71,22.97,566.2,0.32782617345084314,0.0038103302286198737,23.041428571428572,-0.16807017543859581,233.03236943430136
2009-06-09,23.96,24.3,23.44,23.95,23.21,414.6,0.3125219992247142,0.010122311261071104,23.37142857142857,-0.15964912280701704,233.03236943430136
2009-06-10,24.22,25.06,24.04,24.98,24.21,824.0,0.5960117448502108,0.0430062630480168,23.69142857142857,-0.1235087719298239,233.03236943430136
2009-06-11,25.03,25.58,24.75,24.85,24.08,591.9,0.6456547064796935,-0.005204163330664535,23.96,-0.1280701754385959,233.03236943430136
2009-06-12,24.11,25.28,24.05,25.13,24.35,534.5,0.6468230051562502,0.011267605633802802,24.25,-0.11824561403508715,233.03236943430136
2009-06-15,24.93,24.94,23.11,24.05,23.3,513.0,0.5505633478532321,-0.04297652208515712,24.32714285714286,-0.15614035087719236,233.03236943430136
2009-06-16,24.32,24.54,23.2,23.24,22.52,416.7,0.7948899294866985,-0.03367983367983374,24.27285714285714,-0.18456140350877137,233.03236943430136
2009-06-17,23.17,23.65,22.06,23.32,22.6,430.6,0.8620150810742166,0.003442340791738552,24.217142857142854,-0.18175438596491156,233.03236943430136
2009-06-18,23.35,23.81,23.0,23.64,22.91,245.3,0.770084410957268,0.013722126929674117,24.172857142857143,-0.17052631578947297,233.03236943430136
2009-06-19,24.0,24.18,23.44,23.88,23.14,447.9,0.3489699127423726,0.010152284263959421,24.015714285714285,-0.16210526315789398,233.03236943430136
2009-06-22,23.62,23.62,21.2,21.85,21.17,655.2,0.7895441722914847,-0.0850083752093801,23.587142857142855,-0.2333333333333325,233.03236943430136
2009-06-23,21.75,22.35,21.52,22.07,21.39,324.5,0.9303601453197899,0.010068649885583536,23.150000000000002,-0.2256140350877185,233.03236943430136
2009-06-24,22.25,23.32,22.18,23.01,22.3,234.2,0.9098076719831861,0.04259175351155431,23.00142857142857,-0.1926315789473675,233.03236943430136
2009-06-25,22.67,24.58,22.61,24.54,23.78,332.9,1.1520633663125701,0.06649282920469357,23.187142857142856,-0.1389473684210517,233.03236943430136
2009-06-26,24.3,25.63,24.06,25.54,24.75,531.5,1.5970817136262712,0.04074979625101882,23.504285714285718,-0.10385964912280599,233.03236943430136
2009-06-29,25.53,26.93,25.22,26.53,25.71,546.7,1.816444328901759,0.03876272513703993,23.91714285714286,-0.06912280701754281,233.03236943430136
2009-06-30,26.53,27.42,26.53,26.88,26.05,445.0,1.5723072218874057,0.01319261213720302,24.345714285714287,-0.05684210526315692,233.03236943430136
2009-07-01,27.06,27.32,26.46,26.65,25.82,368.8,0.9768674423888015,-0.008556547619047672,25.03142857142857,-0.06491228070175348,233.03236943430136
2009-07-02,26.96,26.96,26.0,26.15,25.34,405.0,0.5242613851879742,-0.018761726078799223,25.61428571428571,-0.08245614035087623,233.03236943430136
2009-07-06,26.0,26.1,24.11,24.56,23.8,395.6,0.9294245531506191,-0.060803059273422555,25.835714285714285,-0.13824561403508684,233.03236943430136
2009-07-07,24.57,24.8,23.96,24.07,23.32,242.1,1.2695156556731633,-0.019951140065146533,25.768571428571427,-0.15543859649122715,233.03236943430136
2009-07-08,24.12,24.12,22.88,23.22,22.5,456.8,1.4359143428489434,-0.03531366846697137,25.437142857142852,-0.18526315789473602,233.03236943430136
2009-07-09,23.55,24.09,23.05,23.72,22.98,268.2,1.122065060502,0.021533161068044704,25.03571428571428,-0.16771929824561327,233.03236943430136
2009-07-10,23.47,24.69,23.21,24.59,23.83,310.1,0.5805772989011727,0.036677908937605475,24.708571428571425,-0.13719298245613953,233.03236943430136
2009-07-13,24.65,26.2,24.17,25.92,25.12,566.5,1.0324872880570324,0.05408702724684833,24.604285714285716,-0.09052631578947279,233.03236943430136
2009-07-14,25.98,26.9,25.63,26.74,25.91,507.2,1.4762858801733927,0.031635802469135665,24.68857142857143,-0.06175438596491145,233.03236943430136
2009-07-15,27.27,28.57,27.05,28.55,27.66,,1.8839400202764582,0.06768885564697102,25.25857142857143,0.0017543859649133964,233.03236943430136
2009-07-16,27.72,29.65,27.72,29.25,28.34,478.6,1.9043765383975908,0.024518388791593626,25.99857142857143,0.02631578947368518,233.03236943430136
2009-07-17,29.37,29.63,26.94,27.4,26.55,898.7,1.343789418026185,-0.06324786324786325,26.595714285714287,-0.038596491228069296,233.03236943430136
2009-07-20,27.65,29.43,27.64,29.06,28.16,787.8,1.0881406159128104,0.06058394160583935,27.358571428571427,0.01964912280701836,233.03236943430136
2009-07-21,29.36,30.62,28.8,30.56,29.61,,1.1462678570033518,0.05161734342739166,28.21142857142857,0.07228070175438694,233.03236943430136
2009-07-22,30.46,31.5,29.86,30.22,29.28,583.5,1.235321820417268,-0.011125654450261813,28.82571428571428,0.06035087719298349,233.03236943430136
2009-07-23,30.28,31.49,30.01,31.28,30.31,787.0,1.5170629518905951,0.035076108537392514,29.474285714285713,0.09754385964912404,233.03236943430136
2009-07-24,31.0,31.2,30.3,30.51,29.56,316.3,0.8081955208976098,-0.02461636828644498,29.754285714285714,0.07052631578947488,233.03236943430136
2009-07-27,30.36,30.93,29.85,30.46,29.52,452.7,0.3987229614643948,-0.0016388069485414603,29.927142857142858,0.0687719298245626,233.03236943430136
2009-07-28,30.21,30.9,27.46,28.09,27.22,,1.1983196568524508,-0.07780695994747211,30.025714285714283,-0.014385964912279614,233.03236943430136
2009-07-29,27.93,28.42,27.18,28.11,27.24,388.0,1.4874306706529237,0.0007119971520113122,29.890000000000004,-0.013684210526314744,233.03236943430136
2009-07-30,28.43,29.99,28.43,29.27,28.36,384.7,1.1926944285939443,0.04126645321949485,29.705714285714286,0.027017543859650273,233.03236943430136
2009-07-31,29.03,29.92,28.61,28.81,27.92,504.3,0.9807242221945265,-0.01571574991458835,29.504285714285714,0.010877192982457151,233.03236943430136
2009-08-03,29.53,31.0,29.0,30.71,29.76,463.1,1.078573131502475,0.06594932315168345,29.422857142857143,0.0775438596491238,233.03236943430136
2009-08-04,30.73,31.2,30.12,30.6,29.65,366.9,1.1330489839362725,-0.003581895148160208,29.435714285714283,0.07368421052631668,233.03236943430136
2009-08-05,30.72,31.99,30.0,31.73,30.75,950.4,1.1784651034285945,0.03692810457516327,29.617142857142856,0.11333333333333417,233.03236943430136
2009-08-06,31.24,35.85,30.61,33.32,32.29,,1.654518056715886,0.0501103057043808,30.364285714285717,0.16912280701754479,233.03236943430136
2009-08-07,34.0,34.49,33.27,34.04,32.98,988.3,1.54669001419122,0.021608643457383003,31.21142857142857,0.19438596491228166,233.03236943430136
2009-08-10,34.04,35.04,33.75,34.08,33.02,465.3,1.5346595713704034,0.001175088131609936,31.898571428571426,0.19578947368421162,233.03236943430136
2009-08-11,34.01,34.7,32.53,32.81,31.79,529.0,0.9756177530153716,-0.03726525821596227,32.470000000000006,0.15122807017543982,233.03236943430136
2009-08-12,32.81,34.08,32.5,33.29,32.26,345.2,0.5432034609598341,0.014629686071319536,32.83857142857143,0.1680701754385976,233.03236943430136
2009-08-13,33.32,33.7,32.19,32.85,31.83,741.4,0.6192172478207857,-0.013217182337038058,33.160000000000004,0.15263157894736956,233.03236943430136
2009-08-14,32.85,33.0,31.38,31.69,30.71,516.7,0.867398409036345,-0.0353120243531202,33.15428571428571,0.11192982456140466,233.03236943430136
2009-08-17,30.36,31.0,28.89,30.3,29.36,,1.209553636677118,-0.04386241716629857,32.722857142857144,0.06315789473684319,233.03236943430136
2009-08-18,30.42,31.17,29.77,30.56,29.61,553.4,1.3325802039648038,0.00858085808580844,32.22571428571429,0.07228070175438694,233.03236943430136
2009-08-19,29.9,30.88,29.54,30.26,29.32,640.5,1.1227956180885847,-0.00981675392670145,31.68,0.06175438596491345,233.03236943430136
2009-08-20,30.94,30.94,29.98,30.5,29.55,510.1,0.5886594941041601,0.007931262392597338,31.349999999999998,0.07017543859649233,233.03236943430136
2009-08-21,30.99,31.49,30.64,31.48,30.5,579.9,0.4973932046167984,0.03213114754098356,31.091428571428573,0.10456140350877297,233.03236943430136
2009-08-24,31.67,32.82,31.4,32.01,31.02,367.6,0.747408857319029,0.016836086404065975,30.97142857142857,0.12315789473684302,233.03236943430136
2009-08-25,32.32,32.64,31.8,32.14,31.14,572.6,0.8604185028222658,0.004061230865354704,31.035714285714285,0.127719298245615,233.03236943430136
2009-08-26,32.62,32.75,31.36,31.44,30.47,447.6,0.6466683848765844,-0.021779713752333563,31.19857142857143,0.103157894736843,233.03236943430136
2009-08-27,31.61,31.71,30.3,30.9,29.94,401.7,0.49737309939208035,-0.01717557251908408,31.247142857142855,0.08421052631579018,233.03236943430136
2009-08-28,31.34,31.87,30.54,30.94,29.98,204.8,0.580068961416566,0.0012944983818770073,31.344285714285718,0.08561403508771992,233.03236943430136
2009-08-31,30.36,31.62,29.6,31.47,30.49,458.1,0.5033090501857721,0.017129928894634716,31.482857142857142,0.10421052631578998,233.03236943430136
2009-09-01,31.18,32.88,30.22,30.44,29.5,628.0,0.4285090430771946,-0.032729583730536915,31.334285714285716,0.06807017543859706,233.03236943430136
2009-09-02,30.2,31.15,30.0,30.96,30.0,373.0,0.3649931506192152,0.01708278580814726,31.184285714285714,0.08631578947368479,233.03236943430136
2009-09-03,31.33,31.96,30.91,31.56,30.58,404.8,0.45440070422362844,0.019379844961240345,31.101428571428567,0.10736842105263222,233.03236943430136
2009-09-04,31.55,32.72,31.25,32.63,31.62,613.1,0.8151502928901535,0.033903675538656586,31.27142857142857,0.1449122807017551,233.03236943430136
2009-09-08,33.25,34.63,33.25,33.52,32.48,584.2,1.2507677642147923,0.027275513331290302,31.645714285714288,0.1761403508771937,233.03236943430136
2009-09-09,33.77,34.69,33.63,34.23,33.17,541.4,1.3484620869712283,0.02118138424820981,32.11571428571428,0.20105263157894782,233.03236943430136
2009-09-10,34.02,34.71,34.0,34.64,33.57,684.5,1.2433945471968022,0.011977797253871048,32.56857142857143,0.21543859649122865,233.03236943430136
2009-09-11,34.64,34.64,34.0,34.09,33.03,245.1,0.7777338876496905,-0.015877598152424843,33.089999999999996,0.19614035087719373,233.03236943430136
2009-09-14,33.86,33.86,32.65,32.97,31.95,583.9,0.6521886230215135,-0.03285420944558537,33.37714285714286,0.15684210526315834,233.03236943430136
2009-09-15,33.2,33.58,32.76,32.86,31.84,607.8,0.7965990208371518,-0.0033363663936911703,33.56285714285714,0.15298245614035144,233.03236943430136
2009-09-16,33.0,36.82,33.0,36.75,35.61,,1.5809395940385151,0.11838101034692627,34.151428571428575,0.28947368421052677,233.03236943430136
2009-09-17,36.97,37.59,36.35,37.03,35.88,992.4,2.0232399758799304,0.007619047619047636,34.652857142857144,0.2992982456140356,233.03236943430136
2009-09-18,37.31,37.75,37.0,37.14,35.99,738.1,2.227723052804941,0.0029705644072373083,35.068571428571424,0.3031578947368425,233.03236943430136
2009-09-21,36.75,37.5,35.95,37.29,36.13,449.5,1.8853196015526066,0.0040387722132471104,35.44714285714286,0.3084210526315794,233.03236943430136
2009-09-22,37.5,38.18,37.03,37.99,36.81,528.2,0.4634652090485029,0.01877178868329321,36.004285714285714,0.3329824561403514,233.03236943430136
2009-09-23,38.0,38.78,37.75,38.21,37.03,460.7,0.5323720503542052,0.0057909976309555855,36.75285714285714,0.3407017543859656,233.03236943430136
2009-09-24,38.5,38.8,36.12,38.53,37.34,,0.5974278199065622,0.008374771002355397,37.56285714285714,0.3519298245614042,233.03236943430136
2009-09-25,38.46,38.48,37.71,38.12,36.94,440.2,0.458170274022974,-0.010641058915131119,37.75857142857143,0.33754385964912337,233.03236943430136
2009-09-28,38.48,39.45,38.01,38.93,37.72,519.3,0.3777300623438047,0.021248688352570877,38.03000000000001,0.3659649122807025,233.03236943430136
2009-09-29,38.86,39.88,38.68,38.91,37.7,326.6,0.37894590642760245,-0.0005137426149499635,38.28285714285715,0.3652631578947374,233.03236943430136
2009-09-30,39.14,39.49,37.58,38.46,37.27,377.0,0.33889526405400405,-0.011565150346954378,38.449999999999996,0.34947368421052705,233.03236943430136
2009-10-01,38.1,38.34,36.94,37.0,35.85,875.9,0.7930510702333492,-0.037961518460738475,38.308571428571426,0.2982456140350884,233.03236943430136
